District,Division,Area,Club Number,Club Name,Club Status,CSP,Mem. Base,Active Members,Net Growth,Goals Met,Level 1s,Level 2s,Add. Level 2s,Level 3s,"Level 4s, Path Completions, or DTM Awards","Add. Level 4s, Path Completions, or DTM award",New Members,Add. New Members,Off. Trained Round 1,Off. Trained Round 2,Mem. dues on time Oct,Mem. dues on time Apr,Off. List On Time,Club Distinguished Status
31,G,71,849200,East Coast Toast,Low,Y,8,7,-1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,
31,G,71,1427152,Rhode Island Active Toastmasters,Active,Y,40,41,1,7,2,2,0,0,1,1,4,8,6,5,1,0,1,
31,G,72,1109,Island Foghorns Toastmasters Club,Active,Y,15,11,-4,5,2,1,0,2,1,2,1,0,4,5,1,0,1,
31,G,72,1172,Whaling City Club,Active,Y,15,12,-3,2,2,0,0,0,0,0,0,0,4,4,1,0,1,
31,G,72,4750180,Fall River Innovators,Active,Y,15,18,3,5,0,1,0,3,1,1,4,2,5,2,1,0,1,
31,G,72,28675592,Celldex Toastmasters,Active,Y,13,11,-2,1,1,0,0,0,0,0,1,0,5,2,1,0,1,
31,G,73,5288,Mutually Speaking Toastmasters Club,Active,Y,8,8,0,1,0,0,0,0,0,0,1,0,5,5,0,0,1,
31,G,73,9556,East Bay Toastmasters Club,Active,Y,23,26,3,5,2,2,0,1,1,0,4,4,5,1,1,0,1,
31,G,73,28677501,Ocean State Orators,Active,Y,19,13,-6,2,2,0,0,1,1,0,0,0,0,0,1,0,1,
31,G,73,28677736,Ocean State Speaking Network,Active,N,16,15,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
31,G,74,5464,Voice of Franklin Club,Active,Y,24,19,-5,2,1,0,0,0,0,0,4,1,4,2,1,0,1,
31,G,74,6868,Saturday Brunch Bunch Club,Active,Y,12,12,0,2,0,1,0,0,1,0,0,0,4,2,1,0,1,
31,G,74,1257890,Franklin 5,Active,Y,10,9,-1,1,0,0,0,0,0,0,2,0,3,0,1,0,1,
31,G,74,7073679,CVS Health Marketing Toastmasters,Active,Y,25,21,-4,3,1,0,0,1,0,0,4,1,6,4,1,0,1,
Month of Dec, As of 01/01/2026,,,,,,,,,,,,,,,,,,,,,,,
