"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"31","C","31","01295807","Somerville Toastmasters","2","1","0","0","1","0","3","",""
"31","C","31","03885194","Winchester Toastmasters","3","0","1","0","1","0","4","",""
"31","C","31","07049346","Saturday Toastmasters of Arlington","0","0","0","0","0","0","0","",""
"31","C","32","00001867","Talk Of The Town Club","0","0","0","0","0","0","0","",""
"31","C","32","00006670","Speak Up Cambridge","2","0","1","0","1","0","3","",""
"31","C","32","04025968","Toast Wizards","1","0","5","0","5","0","6","",""
"31","C","32","28675787","East Coast Toastmasters","0","0","12","0","12","0","12","",""
"31","C","33","00007831","Humor And Drama Toastmasters","0","0","1","1","2","0","2","",""
"31","C","33","00008843","Toastmasters @ MIT","0","0","2","0","2","0","2","",""
"31","C","33","00680823","Tuesday Toastmasters at MIT Club","1","1","2","0","3","0","4","",""
"31","C","33","01928495","Novartis Toastmasters @ Cambridge","0","0","0","0","0","0","0","",""
"31","C","33","06423576","Takeda Toastmasters","0","0","8","0","8","0","8","",""
"31","C","34","04975343","AKAToasts","0","0","0","0","0","0","0","",""
"31","C","34","07032755","Toastmasters Google Cambridge","0","0","1","0","1","0","1","",""
"31","C","34","07301975","The Toastologists","0","0","0","0","0","0","0","",""
"31","C","34","28676919","Moderna-Cambridge","0","0","0","0","0","0","0","",""
"31","C","34","28676929","BMS Toastmasters at CMX","0","0","10","0","10","0","10","",""
"31","C","35","00002352","Sun Life Club","0","0","0","0","0","0","0","",""
"31","C","35","02263055","Watertown Saturday Toastmasters","0","0","1","0","1","0","1","",""
"31","C","35","07754658","Newton Voices Toastmasters","0","0","1","0","1","0","1","",""
"31","C","35","28678055","Toast in Common","1","0","0","0","0","0","1","",""
"31","C","35","28678795","Clear Water Communicators","0","0","0","0","0","0","0","",""
"31","D","41","00001074","Boston Toastmasters","9","0","14","0","14","0","23","",""
"31","D","41","00006454","Copley Square Toastmasters","0","0","5","0","5","0","5","",""
"31","D","41","00008387","Boston Speech Party Toastmasters Club","0","0","0","0","0","0","0","",""
"31","D","41","02389888","Northeastern University Toastmasters","0","0","0","0","0","0","0","",""
"31","D","42","00007625","E.P.A. Club","0","0","0","0","0","0","0","",""
"31","D","42","02908808","FactMasters","0","0","1","1","2","0","2","",""
"31","D","42","04340726","Toastmasters General","1","0","0","0","0","0","1","",""
"31","D","42","07057227","LEADA@Liberty Toastmasters","0","0","1","0","1","0","1","",""
"31","D","42","28677354","Beantown Toasters Toastmasters","0","0","6","0","6","0","6","",""
"31","D","43","00003757","TM at the FRB - Boston Club","0","1","4","0","5","0","5","",""
"31","D","43","00003991","Boston Seaport Toastmasters","2","0","1","0","1","0","3","",""
"31","D","43","07116868","Unified Voices","2","0","0","0","0","0","2","",""
"31","D","43","28676359","Toastmasters@Pier4","2","0","3","1","4","0","6","",""
"31","D","43","28678250","BBH Beantown Articulators","0","0","21","0","21","0","21","",""
"31","D","44","01971671","Boston University Medical Campus","0","0","1","0","1","0","1","",""
"31","D","44","03574270","Advanced Access","0","0","3","1","4","0","4","",""
"31","D","44","03686963","Toast with Friends","1","0","1","0","1","0","2","",""
"31","D","44","06935140","Boston College Toastmasters Club","2","0","0","0","0","0","2","",""
"31","D","44","06943872","Optum Tech Toasts","0","0","0","0","0","0","0","",""
"31","E","51","00727120","Village Toastmasters Club","0","0","2","0","2","0","2","",""
"31","E","51","05870865","Unibank Toastmasters","0","0","0","0","0","0","0","",""
"31","E","51","28677455","West Coast/Central Toastmasters","0","0","17","0","17","0","17","",""
"31","E","51","28678135","Wilson Toastmasters","0","0","0","0","0","0","0","",""
"31","E","52","00002277","Central Club","0","0","0","0","0","0","0","",""
"31","E","52","00005574","Early Risers Toastmasters Club","0","0","1","0","1","0","1","",""
"31","E","52","00994078","AbbVie Bioresearch Toastmasters","2","0","2","0","2","0","4","",""
"31","E","52","06978693","Seven Hills Advanced Toastmasters","0","0","0","0","0","0","0","",""
"31","E","53","00004495","Paul Revere Toastmasters","1","0","0","0","0","0","1","",""
"31","E","53","00005414","Articulators Club","0","0","0","0","0","0","0","",""
"31","E","53","05073971","Shrewsbury Toastmasters","3","1","3","0","4","0","7","",""
"31","E","53","06751480","Otis Street Orators","0","0","0","0","0","0","0","",""
"31","E","54","00003555","Staples Club","0","0","1","0","1","0","1","",""
"31","E","54","00007163","3Talkers Club","1","0","1","0","1","0","2","",""
"31","E","54","01154970","Speakeasy","2","0","0","0","0","0","2","",""
"31","E","54","05991864","Boroughs Toastmasters","0","0","0","0","0","0","0","",""
"31","E","55","00003993","Framingham / Natick Toastmasters","2","0","0","0","0","0","2","",""
"31","E","55","00004641","Speech Invaders Club","1","0","4","1","5","0","6","",""
"31","E","55","00743989","Dell EMC Hopkinton","0","0","4","0","4","0","4","",""
"31","E","55","06430390","Metrowest Toastmasters","0","0","0","0","0","0","0","",""
"31","F","61","00008310","Upper Cape Toastmasters","0","0","3","0","3","0","3","",""
"31","F","61","01174738","South Coast Toastmasters","1","0","3","0","3","0","4","",""
"31","F","61","01329712","Outermost Toast","0","0","0","0","0","0","0","",""
"31","F","61","07959859","V.O.L.U.M.E. Toastmasters","0","0","2","0","2","0","2","",""
"31","F","62","00002685","Tri-County Talkers Toastmasters Club","0","0","0","0","0","0","0","",""
"31","F","62","00003345","Advanced Orators Club","0","0","0","0","0","0","0","",""
"31","F","62","00004652","Network Voice Club","1","0","1","0","1","0","2","",""
"31","F","62","01118652","South Shore Toastmasters","0","0","2","0","2","0","2","",""
"31","F","63","00001625","Achievers Toastmasters Club","0","0","0","0","0","0","0","",""
"31","F","63","00008612","Spirited Speakers","0","0","0","0","0","0","0","",""
"31","F","63","00009771","Fox Vox Club","0","0","4","0","4","0","4","",""
"31","F","63","01576564","Toastmasters in Motion","0","0","7","0","7","0","7","",""
"31","F","64","00000675","Quincy Toastmasters Club","0","0","2","1","3","0","3","",""
"31","F","64","00000849","Quannapowitt Toastmasters","0","0","1","0","1","0","1","",""
"31","F","64","00008331","Blue Masters Toastmasters Club","0","0","0","0","0","0","0","",""
"31","F","64","05930724","JP Toastmasters","0","0","0","0","0","0","0","",""
"31","F","65","00003926","Norwood Toastmasters Club","2","0","0","0","0","0","2","",""
"31","F","65","00004735","Boston West Toastmasters Club","4","0","1","0","1","0","5","",""
"31","F","65","00873714","Point32Health Toastmasters Club","0","0","0","0","0","0","0","",""
"31","F","65","04389390","Amazon Boston Toastmasters","0","0","3","1","4","0","4","",""
"31","F","65","28678764","CCC Toastmasters","0","0","0","0","0","0","0","",""
"31","G","71","00000854","Ocean State Toastmasters","2","0","5","1","6","0","8","",""
"31","G","71","00843267","FM Toastmasters","0","0","13","0","13","0","13","",""
"31","G","71","00849200","East Coast Toast","0","0","3","0","3","0","3","",""
"31","G","71","01427152","Rhode Island Active Toastmasters","4","0","2","0","2","0","6","",""
"31","G","72","00001109","Island Foghorns Toastmasters Club","0","0","3","0","3","0","3","",""
"31","G","72","00001172","Whaling City Club","0","1","2","0","3","0","3","",""
"31","G","72","04750180","Fall River Innovators","1","0","3","0","3","0","4","",""
"31","G","72","28675592","Celldex Toastmasters","0","0","2","0","2","0","2","",""
"31","G","73","00005288","Mutually Speaking Toastmasters Club","0","0","2","0","2","0","2","",""
"31","G","73","00009556","East Bay Toastmasters Club","1","0","2","0","2","0","3","",""
"31","G","73","28677501","Ocean State Orators","0","0","1","0","1","0","1","",""
"31","G","73","28677736","Ocean State Speaking Network","0","0","0","0","0","0","0","",""
"31","G","74","00005464","Voice of Franklin Club","0","0","2","0","2","0","2","",""
"31","G","74","00006868","Saturday Brunch Bunch Club","0","1","0","0","1","0","1","",""
"31","G","74","01257890","Franklin 5","0","0","5","0","5","0","5","",""
"31","G","74","07073679","CVS Health Marketing Toastmasters","1","0","7","1","8","0","9","",""
Month of Aug, As of 08/09/2025
