"District","Division","Area","Club","Club Name","New","Late Ren.","Oct. Ren.","Apr. Ren.","Total Ren.","Total Chart","Total to Date","Distinguished Status","Charter Date/Suspend Date"
"31","C","35","28678864","Boston Mutual Life","0","0","0","0","0","20","20","","Charter 10/01/25"
"31","D","41","00001074","Boston Toastmasters","29","0","27","23","50","0","79","",""
"31","D","41","00006454","Copley Square Toastmasters","6","0","10","10","20","0","26","",""
"31","D","41","00008387","Boston Speech Party Toastmasters Club","0","0","9","8","17","0","17","",""
"31","D","41","02389888","Northeastern University Toastmasters","0","0","0","0","0","0","0","",""
"31","D","42","00007625","E.P.A. Club","1","0","6","6","12","0","13","",""
"31","D","42","02908808","FactMasters","7","0","12","14","26","0","33","",""
"31","D","42","04340726","Toastmasters General","2","0","10","9","19","0","21","",""
"31","D","42","07057227","LEADA@Liberty Toastmasters","9","0","22","16","38","0","47","",""
"31","D","42","28677354","Beantown Toasters Toastmasters","10","0","17","9","26","0","36","",""
"31","D","43","00003757","TM at the FRB - Boston Club","5","1","12","12","25","0","30","",""
"31","D","43","00003991","Boston Seaport Toastmasters","4","0","11","11","22","0","26","",""
"31","D","43","07116868","Unified Voices","5","0","10","9","19","0","24","",""
"31","D","43","28676359","Toastmasters@Pier4","9","0","14","13","27","0","36","",""
"31","D","43","28678250","BBH Beantown Articulators","0","0","21","0","21","0","21","",""
"31","D","44","01971671","Boston University Medical Campus","3","0","5","7","12","0","15","",""
"31","D","44","03574270","Advanced Access","1","0","15","12","27","0","28","",""
"31","D","44","03686963","Toast with Friends","9","0","17","13","30","0","39","",""
"31","D","44","06935140","Boston College Toastmasters Club","5","0","26","26","52","0","57","",""
"31","D","44","06943872","Optum Tech Toasts","0","0","0","0","0","0","0","",""
"31","E","51","00727120","Village Toastmasters Club","5","0","12","9","21","0","26","",""
"31","E","51","05870865","Unibank Toastmasters","1","0","10","6","16","0","17","",""
"31","E","51","28677455","West Coast/Central Toastmasters","0","0","18","10","28","0","28","",""
"31","E","51","28678135","Wilson Toastmasters","2","0","14","0","14","0","16","",""
"31","E","52","00002277","Central Club","4","0","7","7","14","0","18","",""
"31","E","52","00005574","Early Risers Toastmasters Club","1","0","8","8","16","0","17","",""
"31","E","52","00994078","AbbVie Bioresearch Toastmasters","3","0","21","21","42","0","45","",""
"31","E","52","06978693","Seven Hills Advanced Toastmasters","1","0","8","8","16","0","17","",""
"31","E","53","00004495","Paul Revere Toastmasters","6","0","9","9","18","0","24","",""
"31","E","53","00005414","Articulators Club","2","0","15","12","27","0","29","",""
"31","E","53","05073971","Shrewsbury Toastmasters","15","1","31","20","52","0","67","",""
"31","E","53","06751480","Otis Street Orators","2","0","14","13","27","0","29","",""
"31","E","54","00003555","Staples Club","17","0","24","14","38","0","55","",""
"31","E","54","00007163","3Talkers Club","3","0","13","11","24","0","27","",""
"31","E","54","01154970","Speakeasy","2","0","11","7","18","0","20","",""
"31","E","54","05991864","Boroughs Toastmasters","3","0","15","15","30","0","33","",""
"31","E","55","00003993","Framingham / Natick Toastmasters","15","0","24","21","45","0","60","",""
"31","E","55","00004641","Speech Invaders Club","9","0","17","18","35","0","44","",""
"31","E","55","00743989","Dell EMC Hopkinton","0","0","11","6","17","0","17","",""
"31","E","55","06430390","Metrowest Toastmasters","2","0","16","12","28","0","30","",""
"31","F","61","00008310","Upper Cape Toastmasters","4","0","17","12","29","0","33","",""
"31","F","61","01174738","South Coast Toastmasters","3","0","12","9","21","0","24","",""
"31","F","61","01329712","Outermost Toast","1","0","13","11","24","0","25","",""
"31","F","61","07959859","V.O.L.U.M.E. Toastmasters","0","0","8","0","8","0","8","",""
"31","F","62","00002685","Tri-County Talkers Toastmasters Club","3","0","14","10","24","0","27","",""
"31","F","62","00003345","Advanced Orators Club","3","0","9","9","18","0","21","",""
"31","F","62","00004652","Network Voice Toastmasters Club","9","0","16","24","40","0","49","",""
"31","F","62","01118652","South Shore Toastmasters","7","0","18","12","30","0","37","",""
"31","F","63","00001625","Achievers Toastmasters Club","2","0","10","0","10","0","12","",""
"31","F","63","00008612","Spirited Speakers","1","0","10","8","18","0","19","",""
"31","F","63","00009771","Fox Vox Toastmasters Club","1","0","8","8","16","0","17","",""
"31","F","63","01576564","Toastmasters in Motion","2","0","17","14","31","0","33","",""
"31","F","64","00000675","Quincy Toastmasters Club","8","0","36","26","62","0","70","",""
"31","F","64","00000849","Quannapowitt Toastmasters","2","0","8","8","16","0","18","",""
"31","F","64","00008331","Blue Masters Toastmasters Club","5","0","10","14","24","0","29","",""
"31","F","64","05930724","JP Toastmasters","1","0","11","9","20","0","21","",""
"31","F","65","00003926","Norwood Toastmasters Club","15","0","24","20","44","0","59","",""
"31","F","65","00004735","Boston West Toastmasters Club","13","0","28","25","53","0","66","",""
"31","F","65","00873714","Point32Health Toastmasters Club","0","0","0","0","0","0","0",""," Susp 09/30/25"
"31","F","65","04389390","Amazon Boston Toastmasters","7","0","6","8","14","0","21","",""
"31","F","65","28678764","CCC Toastmasters","0","0","0","0","0","0","0",""," Susp 12/01/25"
"31","F","65","28679111","Union Capital Boston Toastmasters Club","4","0","0","4","4","20","28","","Charter 10/08/25"
"31","G","71","00000854","Ocean State Toastmasters","5","0","11","13","24","0","29","",""
"31","G","71","00843267","FM Toastmasters","6","0","14","7","21","0","27","",""
"31","G","71","00849200","East Coast Toast","1","0","7","6","13","0","14","",""
"31","G","71","01427152","Rhode Island Active Toastmasters","17","0","34","25","59","0","76","",""
"31","G","72","00001109","Island Foghorns Toastmasters Club","2","0","10","8","18","0","20","",""
"31","G","72","00001172","Whaling City Club","0","1","12","9","22","0","22","",""
"31","G","72","04750180","Fall River Innovators","8","0","13","17","30","0","38","",""
"31","G","72","28675592","Celldex Toastmasters","2","0","10","12","22","0","24","",""
"31","G","73","00005288","Mutually Speaking Toastmasters Club","1","0","7","7","14","0","15","",""
"31","G","73","00009556","East Bay Toastmasters Club","9","0","19","10","29","0","38","",""
"31","G","73","28677501","Ocean State Orators","0","0","13","4","17","0","17","",""
"31","G","73","28677736","Ocean State Speaking Network","0","0","15","2","17","0","17","",""
"31","G","74","00005464","Voice of Franklin Club","7","0","16","11","27","0","34","",""
"31","G","74","00006868","Saturday Brunch Bunch Club","1","1","12","13","26","0","27","",""
"31","G","74","01257890","Franklin 5","2","0","8","4","12","0","14","",""
"31","G","74","07073679","CVS Health Marketing Toastmasters","5","0","18","15","33","0","38","",""
Month of Mar, As of 04/03/2026
