"District","Division","Area","Club Number","Club Name","Club Status","CSP","Mem. Base","Active Members","Net Growth","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Path Completions, or DTM Awards","Add. Level 4s, Path Completions, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"31","C","32","04025968","Toast Wizards","Active","Y","19","15","-4","4","3","0","0","0","1","0","4","0","6","6","1","1","1",""
"31","C","32","28675787","East Coast Toastmasters","Active","N","13","10","-3","1","0","0","0","0","0","0","4","3","1","0","1","0","0",""
"31","C","33","00007831","Humor And Drama Toastmasters","Active","Y","9","8","-1","2","1","0","0","0","0","0","1","0","4","4","0","1","1",""
"31","C","33","00008843","Toastmasters @ MIT","Active","Y","9","8","-1","3","0","0","0","0","0","0","4","1","4","4","1","0","1",""
"31","C","33","00680823","Tuesday Toastmasters at MIT Club","Active","Y","21","15","-6","4","1","1","0","1","1","0","4","13","5","3","1","1","1",""
"31","C","33","06423576","Takeda Toastmasters","Active","Y","20","28","8","8","4","2","1","0","1","1","4","17","5","5","1","1","1","S"
"31","C","34","04975343","AKAToasts","Active","Y","19","22","3","4","1","0","0","2","0","0","4","5","3","5","1","1","1",""
"31","C","34","07032755","Toastmasters Google Cambridge","Active","N","8","8","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",""
"31","C","34","28676919","Moderna-Cambridge","Suspended","N","16","0","-16","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"31","C","34","28676929","BMS Toastmasters at CMX","Active","N","20","11","-9","0","0","0","0","0","0","0","1","0","0","0","1","1","0",""
"31","C","35","00002352","Sun Life Club","Suspended","N","10","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","C","35","02263055","Watertown Saturday Toastmasters","Active","Y","11","19","8","7","4","2","0","2","0","0","4","10","4","4","1","1","1","S"
"31","C","35","07754658","Newton Voices Toastmasters","Active","Y","20","13","-7","3","1","0","0","1","1","0","3","0","6","5","1","1","1",""
"31","C","35","28678055","Toast in Common","Active","Y","14","26","12","5","4","0","0","0","0","0","4","19","4","5","1","1","1","D"
"31","C","35","28678795","Clear Water Communicators","Active","Y","26","18","-8","2","1","1","0","0","0","0","3","0","5","7","0","1","1",""
"31","C","35","28678864","Boston Mutual Life","Active","N","20","21","1","3","0","0","0","0","0","0","4","12","0","0","1","1","1",""
"31","D","41","00001074","Boston Toastmasters","Active","Y","28","29","1","7","3","2","1","2","1","0","4","29","5","5","1","1","1","S"
"31","D","41","00006454","Copley Square Toastmasters","Active","Y","11","14","3","5","1","1","0","2","0","0","4","4","5","5","1","1","1","D"
"31","D","41","00008387","Boston Speech Party Toastmasters Club","Active","Y","12","10","-2","1","0","0","0","0","0","0","2","0","1","1","1","1","1",""
"31","D","41","02389888","Northeastern University Toastmasters","Suspended","Y","8","0","-8","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","D","42","00007625","POCH Club","Suspended","Y","10","8","-2","0","0","0","0","0","0","0","2","0","0","4","0","0","1",""
"31","D","42","02908808","FactMasters","Active","Y","18","17","-1","3","0","0","0","0","0","0","4","6","2","0","1","1","1",""
"31","D","42","04340726","Toastmasters General","Active","Y","9","9","0","3","1","2","1","1","0","0","2","0","4","4","1","1","1",""
"31","D","42","07057227","LEADA@Liberty Toastmasters","Active","Y","35","33","-2","7","3","1","0","2","1","1","4","17","4","4","1","1","1","S"
"31","D","42","28677354","Beantown Toasters Toastmasters","Active","Y","18","21","3","3","1","0","0","0","0","0","4","8","2","1","1","1","1",""
"31","D","43","00003757","TM at the FRB - Boston Club","Active","Y","14","17","3","6","4","0","0","0","1","0","4","5","4","6","1","1","1","D"
"31","D","43","00003991","Boston Seaport Toastmasters","Active","Y","12","12","0","3","0","0","0","1","0","0","4","1","4","4","1","1","1",""
"31","D","43","07116868","Unified Voices","Active","Y","8","15","7","4","1","2","0","1","0","0","4","5","0","4","1","1","1",""
"31","D","43","28676359","Toastmasters@Pier4","Active","Y","12","18","6","3","3","1","0","0","0","0","4","7","2","0","1","1","1",""
"31","D","43","28678250","BBH Beantown Articulators","Active","Y","21","13","-8","1","0","0","0","0","0","0","3","0","2","1","1","0","1",""
"31","D","44","01971671","Boston University Medical Campus","Active","Y","8","9","1","1","1","0","0","0","0","0","4","1","1","5","0","0","1",""
"31","D","44","03574270","Advanced Access","Active","Y","16","20","4","5","1","0","0","0","1","2","4","2","5","5","1","1","1","D"
"31","D","44","03686963","Toast with Friends","Active","Y","20","24","4","7","4","0","0","0","1","1","4","10","6","5","1","1","1","S"
"31","D","44","06935140","Boston College Toastmasters Club","Active","Y","27","27","0","4","2","0","0","1","1","1","4","2","3","5","1","1","1",""
"31","D","44","06943872","Optum Tech Toasts","Suspended","N","15","0","-15","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","E","51","00727120","Village Toastmasters Club","Active","Y","16","14","-2","2","1","0","0","0","0","0","4","3","4","3","1","1","1",""
"31","E","51","05870865","Unibank Toastmasters","Active","Y","16","9","-7","1","1","0","0","0","0","0","3","0","2","3","0","1","1",""
"31","E","51","28677455","West Coast/Central Toastmasters","Active","Y","18","13","-5","1","1","0","0","0","0","0","3","0","7","7","1","1","0",""
"31","E","51","28678135","Wilson Toastmasters","Active","Y","21","12","-9","0","2","0","0","0","0","0","3","0","4","1","1","0","0",""
"31","E","52","00002277","Central Club","Active","Y","11","10","-1","4","0","1","0","1","1","1","4","3","5","1","1","0","1",""
"31","E","52","00005574","Early Risers Toastmasters Club","Active","Y","9","9","0","6","1","2","0","2","1","1","1","0","6","7","1","1","2",""
"31","E","52","00994078","AbbVie Bioresearch Toastmasters","Active","Y","19","23","4","4","1","0","0","0","1","0","4","1","5","4","1","1","1",""
"31","E","52","06978693","Seven Hills Advanced Toastmasters","Active","Y","9","9","0","3","2","0","0","1","1","0","1","0","4","4","0","1","1",""
"31","E","53","00004495","Paul Revere Toastmasters","Active","Y","14","17","3","5","0","0","0","0","1","0","4","8","5","5","1","1","1","D"
"31","E","53","00005414","Articulators Club","Active","Y","16","18","2","9","4","2","2","4","1","1","4","0","5","5","1","1","1",""
"31","E","53","05073971","Shrewsbury Toastmasters","Active","Y","36","30","-6","10","6","2","2","2","1","1","4","13","5","5","1","1","1","M"
"31","E","53","06751480","Otis Street Orators","Active","Y","18","16","-2","5","4","1","0","1","1","0","4","1","7","6","1","1","1",""
"31","E","54","00003555","Staples Club","Active","Y","28","27","-1","5","3","2","0","0","0","0","4","23","5","4","1","1","1","D"
"31","E","54","00007163","3Talkers Club","Active","Y","16","15","-1","4","0","0","0","0","1","0","4","1","7","5","1","1","1",""
"31","E","54","01154970","Speakeasy","Active","Y","14","8","-6","1","0","0","0","0","0","0","2","0","3","0","1","0","1",""
"31","E","54","05991864","Boroughs Toastmasters","Active","Y","17","16","-1","3","0","0","0","0","0","0","4","0","6","4","1","1","1",""
"31","E","55","00003993","Framingham / Natick Toastmasters","Active","Y","28","29","1","9","4","2","1","3","1","6","4","18","4","7","1","1","1","P"
"31","E","55","00004641","Speech Invaders Club","Active","Y","18","22","4","9","4","2","1","2","1","5","4","6","7","6","1","1","1","P"
"31","E","55","00743989","Dell EMC Hopkinton","Active","Y","12","10","-2","5","2","2","0","1","1","1","2","0","4","5","1","0","1",""
"31","E","55","06430390","Metrowest Toastmasters","Active","Y","20","14","-6","4","2","2","1","1","1","0","2","0","4","5","1","1","1",""
"31","F","61","00008310","Upper Cape Toastmasters","Active","Y","21","25","4","10","4","2","2","2","1","1","4","7","5","6","1","1","1","M"
"31","F","61","01174738","South Coast Toastmasters","Active","Y","15","11","-4","6","4","0","0","0","1","1","4","1","6","6","1","1","1",""
"31","F","61","01329712","Outermost Toast","Active","Y","15","15","0","5","1","1","0","1","1","1","4","0","6","6","1","1","1",""
"31","F","61","07959859","V.O.L.U.M.E. Toastmasters","Active","Y","11","9","-2","3","1","0","0","2","0","0","4","0","3","1","1","0","1",""
"31","F","62","00002685","Tri-County Talkers Toastmasters Club","Active","Y","17","12","-5","4","0","0","0","0","1","0","4","1","5","5","1","1","1",""
"31","F","62","00003345","Advanced Orators Club","Active","Y","11","10","-1","3","0","2","0","1","0","0","3","0","6","6","1","1","1",""
"31","F","62","00004652","Network Voice Toastmasters Club","Active","Y","21","26","5","10","4","2","2","2","1","2","4","7","5","6","1","1","1","M"
"31","F","62","01118652","South Shore Toastmasters","Active","Y","23","21","-2","7","4","0","0","2","1","0","4","8","6","7","1","1","1","S"
"31","F","63","00001625","Achievers Toastmasters Club","Active","Y","14","8","-6","4","1","0","0","0","1","0","4","1","4","5","1","0","1",""
"31","F","63","00008612","Spirited Speakers","Active","Y","10","9","-1","3","1","0","0","0","1","0","2","0","5","4","1","1","1",""
"31","F","63","00009771","Fox Vox Toastmasters Club","Active","Y","9","15","6","7","3","2","0","2","1","1","4","3","4","4","1","1","1","S"
"31","F","63","01576564","Toastmasters in Motion","Active","Y","20","21","1","10","4","2","2","3","1","3","4","4","6","6","1","1","1","P"
"31","F","64","00000675","Quincy Toastmasters Club","Active","Y","42","39","-3","10","4","2","2","2","1","5","4","10","7","7","1","1","1","M"
"31","F","64","00000849","Quannapowitt Toastmasters","Active","Y","9","10","1","2","0","0","0","0","0","0","4","0","0","2","1","1","1",""
"31","F","64","00008331","Blue Masters Toastmasters Club","Active","Y","10","15","5","2","1","0","0","0","0","0","4","2","1","1","0","1","1",""
"31","F","64","05930724","JP Toastmasters","Active","Y","16","10","-6","2","1","1","0","0","0","0","1","0","5","5","1","1","1",""
"31","F","65","00003926","Norwood Toastmasters Club","Active","Y","23","25","2","9","4","2","0","2","1","1","4","13","4","4","1","1","1","P"
"31","F","65","00004735","Boston West Toastmasters Club","Active","Y","31","31","0","10","5","2","2","2","1","1","4","14","7","7","1","1","1","M"
"31","F","65","04389390","Amazon Boston Toastmasters","Active","Y","9","12","3","6","2","1","0","1","1","1","4","6","6","5","0","1","1","D"
"31","F","65","28678764","CCC Toastmasters","Suspended","N","30","0","-30","0","0","0","0","0","0","0","0","0","1","0","0","0","1",""
"31","F","65","28679111","Roxbury United Toastmasters Club","Active","N","20","11","-9","4","2","0","0","0","0","0","4","4","0","5","1","0","1",""
"31","G","71","00000854","Ocean State Toastmasters","Active","Y","13","15","2","3","1","0","0","0","0","0","4","2","5","6","1","1","1",""
"31","G","71","00843267","FM Toastmasters","Active","Y","13","13","0","4","2","0","0","0","1","0","4","3","5","4","1","1","1",""
"31","G","71","00849200","East Coast Toast","Active","Y","8","9","1","0","0","0","0","1","0","0","2","0","1","4","0","0","1",""
"31","G","71","01427152","Rhode Island Active Toastmasters","Active","Y","40","42","2","10","4","2","3","4","1","3","4","20","6","7","1","1","1","M"
"31","G","72","00001109","Island Foghorns Toastmasters Club","Active","Y","15","15","0","8","4","2","0","2","1","4","4","3","4","7","1","1","1",""
"31","G","72","00001172","Whaling City Club","Active","Y","15","10","-5","3","2","1","0","1","1","0","1","0","4","4","1","1","1",""
"31","G","72","04750180","Fall River Innovators","Active","Y","15","20","5","9","4","2","0","4","1","3","4","6","5","4","1","1","1","P"
"31","G","72","28675592","Celldex Toastmasters","Active","Y","13","15","2","3","1","0","0","1","0","0","4","1","5","4","1","1","1",""
"31","G","73","00005288","Mutually Speaking Toastmasters Club","Low","Y","8","7","-1","1","0","0","0","0","0","0","1","0","5","6","0","0","1",""
"31","G","73","00009556","East Bay Toastmasters Club","Active","Y","23","18","-5","6","3","2","1","1","1","0","4","10","5","5","1","1","1",""
"31","G","73","28677501","Ocean State Orators","Active","Y","19","13","-6","4","2","1","0","1","1","1","4","0","0","0","1","0","1",""
"31","G","73","28677736","Ocean State Speaking Network","Active","N","16","13","-3","0","0","0","0","0","0","0","0","0","0","1","1","0","0",""
"31","G","74","00005464","Voice of Franklin Club","Active","Y","24","16","-8","4","2","0","0","0","0","0","4","6","4","4","1","1","1",""
"31","G","74","00006868","Saturday Brunch Bunch Club","Active","Y","12","13","1","3","0","1","0","0","1","0","1","0","4","4","1","1","1",""
"31","G","74","01257890","Westboro Toastmasters","Active","Y","10","12","2","4","0","0","0","0","1","0","4","6","3","0","1","0","1",""
"31","G","74","07073679","CVS Health Marketing Toastmasters","Active","Y","25","20","-5","4","1","1","0","2","0","0","4","2","6","5","1","1","1",""
Month of Jun, As of 06/25/2026
