"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"31","B","23","00002201","Hanscom Toastmasters Club","Active","16","16","3","0","2","0","0","0","0","3","0","5","5","1","1","1",""
"31","B","23","00003981","Alcott Toastmasters","Active","19","23","4","3","1","0","1","0","0","4","4","6","6","1","1","1",""
"31","B","23","00909842","Lincoln Laboratory Toastmasters Club","Active","15","15","3","1","2","0","1","0","0","2","0","4","5","1","1","1",""
"31","B","23","01528212","Energy Talks","Active","14","16","2","0","0","0","0","0","0","3","0","5","5","1","1","1",""
"31","B","24","00002288","Minutemen Toastmasters of Waltham","Active","8","9","2","0","1","0","0","1","0","2","0","7","5","0","0","1",""
"31","B","24","00005738","Sales & Marketing Club","Active","18","24","4","2","0","0","0","1","1","4","2","5","6","1","1","0",""
"31","B","24","00006174","AccelOrators Advanced Toastmasters","Active","9","9","2","0","0","0","0","0","0","1","0","6","6","1","1","1",""
"31","B","24","00006272","Lexington Toastmasters","Active","26","30","6","5","2","0","1","1","1","4","2","1","1","1","1","1",""
"31","B","25","00002753","Sylvan Speakers Club","Active","20","15","3","0","0","0","0","1","0","1","0","6","4","1","1","1",""
"31","B","25","03077435","Broadcasters Toastmasters","Active","20","19","5","2","2","0","2","0","0","4","0","7","5","1","1","1",""
"31","B","25","03163158","Dassault Systemes Boston Campus Toastmasters Club","Active","30","33","6","1","2","1","0","1","0","4","4","7","7","1","1","1",""
"31","B","25","07767216","Knights Serving Science","Suspended","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","B","25","07881302","Qlik Orators","Active","12","13","0","0","1","0","1","0","0","1","0","4","0","0","1","0",""
"31","C","31","01295807","Somerville Toastmasters","Active","46","49","7","3","1","0","2","1","1","4","17","5","4","1","1","1",""
"31","C","31","03885194","Winchester Toastmasters","Active","26","31","5","2","2","0","1","1","0","4","7","4","2","1","1","1",""
"31","C","31","04025968","Toast Wizards","Active","15","16","4","1","2","0","0","1","0","3","0","7","7","1","1","1",""
"31","C","31","07049346","Saturday Toastmasters of Arlington","Active","22","16","5","3","2","0","2","1","1","2","0","5","1","1","1","1",""
"31","C","32","00006670","Speak Up Cambridge","Active","14","10","2","0","0","0","0","0","0","4","1","1","0","0","1","1",""
"31","C","32","00977250","Crimson Toastmasters Club","Active","16","25","4","0","1","0","0","0","0","4","7","5","5","1","1","1",""
"31","C","32","01928495","Novartis Toastmasters @ Cambridge","Active","13","8","0","0","0","0","0","0","0","1","0","0","2","0","0","0",""
"31","C","32","28678055","Toast in Common","Active","21","21","2","0","0","0","0","0","0","0","0","0","4","1","1","1",""
"31","C","33","00007831","Humor And Drama Toastmasters","Active","10","10","2","0","0","0","0","0","0","0","0","6","7","1","0","1",""
"31","C","33","00008843","Toastmasters @ MIT","Active","9","9","2","0","0","0","0","0","0","4","0","5","5","0","0","1",""
"31","C","33","00680823","Tuesday Toastmasters at MIT Club","Active","22","27","4","1","1","0","1","1","0","4","13","2","1","1","1","1",""
"31","C","33","06423576","Takeda Toastmasters","Active","25","20","5","3","2","0","2","0","0","4","3","5","5","1","1","1",""
"31","C","33","28676929","BMS Toastmasters at CMX","Active","16","10","1","0","0","0","0","0","0","4","0","0","0","0","1","0",""
"31","C","34","04975343","AKAToasts","Active","15","19","3","0","1","0","0","0","0","4","1","6","6","1","1","1",""
"31","C","34","07032755","Toastmasters Google Cambridge","Active","8","10","0","0","0","0","0","0","0","3","0","0","0","0","0","0",""
"31","C","34","07301975","The Toastologists","Active","16","18","2","1","1","0","0","1","1","2","0","0","0","1","0","0",""
"31","C","34","28676919","Moderna-Cambridge","Active","16","16","1","0","0","0","0","0","0","4","2","2","0","1","1","0",""
"31","C","35","00001867","Talk Of The Town Club","Active","24","29","4","1","0","0","0","0","0","4","4","5","5","1","1","1",""
"31","C","35","02263055","Watertown Saturday Toastmasters","Active","14","14","2","2","1","0","0","0","0","4","1","2","1","1","1","1",""
"31","C","35","06935140","Boston College Toastmasters Club","Active","19","26","4","0","1","0","0","0","0","4","4","4","4","1","1","1",""
"31","C","35","07754658","Newton Voices Toastmasters","Active","23","22","4","1","2","1","0","0","0","4","0","6","5","1","1","1",""
"31","D","41","00001074","Boston Toastmasters","Active","30","35","4","1","0","0","1","0","0","4","19","6","6","1","1","1",""
"31","D","41","00003991","Boston Seaport Toastmasters","Active","17","22","5","1","1","0","1","1","1","4","8","3","6","1","1","1",""
"31","D","41","00006384","John Hancock Club","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"31","D","41","00006454","Copley Square Toastmasters","Active","12","12","2","0","1","0","0","0","0","4","0","5","2","1","1","1",""
"31","D","41","05018074","Back Bay Toastmasters","Suspended","6","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"31","D","42","00003757","TM at the FRB - Boston Club","Active","13","20","3","1","1","0","0","0","0","4","6","2","3","1","1","1",""
"31","D","42","02908808","FactMasters","Active","15","21","3","2","0","0","0","0","0","4","5","5","1","1","1","1",""
"31","D","42","04340726","Toastmasters General","Active","16","11","4","1","1","0","1","1","1","0","0","4","4","1","1","1",""
"31","D","42","07890364","Quick Toast","Ineligible","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","D","43","07057227","LEADA@Liberty Toastmasters","Active","33","30","4","1","0","0","1","1","0","4","3","4","4","1","1","1",""
"31","D","43","07116868","Unified Voices","Active","9","8","1","0","0","0","0","0","0","1","0","2","1","1","1","1",""
"31","D","43","28676359","Toastmasters@Pier4","Active","19","15","1","0","0","0","0","0","0","1","0","0","0","1","1","1",""
"31","D","43","28677354","Beantown Toasters Toastmasters","Active","31","23","4","0","0","0","0","0","0","4","5","4","4","1","0","1",""
"31","D","44","00007625","E.P.A. Club","Active","21","21","1","1","1","0","0","0","0","3","0","5","4","1","1","0",""
"31","D","44","00008387","Boston Speech Party Toastmasters Club","Active","12","13","2","0","0","0","0","0","0","4","1","3","2","0","1","1",""
"31","D","44","01971671","Boston University Medical Campus","Active","8","8","1","0","0","0","0","0","0","4","0","2","0","0","0","1",""
"31","D","44","28675787","East Coast Toastmasters","Active","31","32","2","0","0","0","0","0","0","1","0","0","5","1","0","1",""
"31","D","45","02389888","Northeastern University Toastmasters","Active","8","8","1","0","0","0","0","0","0","3","0","3","0","0","1","1",""
"31","D","45","03574270","Advanced Access","Active","16","17","3","0","1","0","1","1","0","3","0","5","4","1","1","1",""
"31","D","45","03686963","Toast with Friends","Active","27","24","5","0","1","0","0","1","1","4","4","3","4","1","1","1",""
"31","D","45","06943872","Optum Tech Toasts","Active","21","22","2","0","0","0","0","0","0","4","2","0","0","1","1","1",""
"31","E","51","00727120","Village Toastmasters Club","Active","18","18","2","1","1","0","0","0","0","4","1","0","2","1","1","1",""
"31","E","51","05870865","Unibank Toastmasters","Active","20","19","2","0","0","0","0","0","0","2","0","7","6","1","1","1",""
"31","E","51","07759162","FLEXcon Toastmasters","Suspended","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","E","51","28677455","West Coast/Central Toastmasters","Active","21","22","2","0","0","0","0","0","0","1","0","0","4","1","0","1",""
"31","E","52","00002277","Central Club","Active","17","16","3","0","1","0","3","1","0","2","0","5","3","1","1","1",""
"31","E","52","00005574","Early Risers Toastmasters Club","Active","8","8","4","0","1","0","2","1","0","0","0","4","4","1","1","1",""
"31","E","52","00994078","AbbVie Bioresearch Toastmasters","Active","21","16","1","0","0","0","0","0","0","1","0","2","2","1","1","1",""
"31","E","52","06978693","Seven Hills Advanced Toastmasters","Active","8","9","2","0","0","0","0","0","0","1","0","6","6","1","1","1",""
"31","E","53","00004495","Paul Revere Toastmasters","Active","11","18","4","1","0","0","0","1","0","4","3","5","5","1","1","1",""
"31","E","53","00005414","Articulators Club","Active","15","17","4","3","0","0","0","1","1","2","0","6","6","1","1","1",""
"31","E","53","05073971","Shrewsbury Toastmasters","Active","35","40","10","4","2","2","4","1","5","4","14","7","7","1","1","1",""
"31","E","53","06751480","Otis Street Orators","Active","21","21","3","0","0","0","0","1","0","4","2","1","3","1","1","1",""
"31","E","54","00003555","Staples Club","Active","12","16","2","1","0","0","0","0","0","4","0","4","2","1","1","1",""
"31","E","54","00007163","3Talkers Club","Active","13","16","5","1","2","0","3","0","0","4","1","5","4","1","1","1",""
"31","E","54","01154970","Speakeasy","Active","15","14","1","0","0","0","0","0","0","2","0","2","1","1","1","1",""
"31","E","54","05991864","Boroughs Toastmasters","Active","13","16","3","0","1","0","0","0","0","4","1","5","4","1","1","1",""
"31","E","55","00002352","Sun Life Club","Active","17","13","3","0","0","0","0","1","1","3","0","7","3","1","1","1",""
"31","E","55","00003993","Framingham / Natick Toastmasters","Active","45","42","9","3","2","3","5","1","4","4","10","7","7","1","1","1",""
"31","E","55","00004735","Boston West Toastmasters Club","Active","25","32","7","0","1","0","2","1","1","4","8","7","7","1","1","1",""
"31","E","55","06430390","Metrowest Toastmasters","Active","20","16","5","3","2","1","1","1","2","2","0","5","6","1","1","1",""
"31","F","61","00008310","Upper Cape Toastmasters","Active","22","27","6","1","1","0","0","1","1","4","4","6","4","1","1","1",""
"31","F","61","01174738","South Coast Toastmasters","Active","11","13","4","3","1","0","1","1","3","3","0","5","5","1","1","1",""
"31","F","61","01329712","Outermost Toast","Active","14","16","3","2","0","0","0","0","0","4","0","5","6","1","1","1",""
"31","F","61","07959859","V.O.L.U.M.E. Toastmasters","Active","12","10","3","1","2","0","0","0","0","3","0","4","4","1","1","1",""
"31","F","62","00003345","Advanced Orators Club","Active","15","12","7","2","2","2","3","1","1","0","0","6","6","1","1","1",""
"31","F","62","00004652","Network Voice Club","Active","22","22","5","3","1","0","1","1","2","4","1","7","4","1","1","1",""
"31","F","62","01118652","South Shore Toastmasters","Active","20","20","3","1","1","0","0","0","0","4","1","7","4","1","1","1",""
"31","F","62","04389390","Amazon Boston Toastmasters","Active","14","10","3","2","1","0","1","1","2","4","0","3","1","0","0","1",""
"31","F","63","00001625","Achievers Toastmasters Club","Active","15","14","5","0","1","0","2","1","0","4","0","4","4","1","1","1",""
"31","F","63","00008612","Spirited Speakers","Active","10","11","2","1","1","0","0","1","0","1","0","5","4","1","1","0",""
"31","F","63","00009771","Fox Vox Club","Active","7","9","0","1","0","0","0","0","0","2","0","3","3","0","0","1",""
"31","F","63","01576564","Toastmasters in Motion","Active","20","23","7","4","2","1","1","1","2","4","3","6","5","1","1","1",""
"31","F","64","00000675","Quincy Toastmasters Club","Active","37","45","10","5","2","2","4","1","3","4","9","7","7","1","1","1",""
"31","F","64","00000849","Quannapowitt Toastmasters","Active","9","11","0","0","0","0","0","0","0","2","0","0","0","1","1","0",""
"31","F","64","00008331","Blue Masters Toastmasters Club","Active","10","10","0","0","0","0","0","0","0","0","0","1","1","0","0","0",""
"31","F","64","05930724","JP Toastmasters","Active","18","19","3","3","1","0","1","0","0","4","2","4","5","1","1","1",""
"31","F","65","00002685","Tri-County Talkers Toastmasters Club","Active","14","14","2","0","1","0","0","0","0","3","0","5","4","1","1","1",""
"31","F","65","00003926","Norwood Toastmasters Club","Active","16","23","4","1","1","0","0","0","0","4","7","6","5","1","1","1",""
"31","F","65","00006977","Phoenix Toastmasters Club","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"31","F","65","00873714","Point32Health Toastmasters Club","Active","18","19","1","0","0","0","0","0","0","4","0","2","0","1","0","0",""
"31","F","65","28677456","South East Toastmasters","Active","22","22","2","0","0","0","0","0","0","0","0","0","5","1","0","1",""
"31","G","71","00000854","Ocean State Club","Active","17","16","8","2","2","0","2","1","2","4","4","7","6","1","1","1",""
"31","G","71","00843267","FM Toastmasters","Active","20","22","3","0","1","0","1","0","0","4","0","4","4","1","1","1",""
"31","G","71","00849200","East Coast Toast","Active","8","8","2","2","0","0","0","0","0","1","0","5","5","1","0","2",""
"31","G","71","01427152","Rhode Island Active Toastmasters","Active","21","38","8","2","2","3","5","1","0","4","16","6","6","1","1","1",""
"31","G","72","00001109","Island Foghorns Toastmasters Club","Active","12","12","5","2","1","0","2","1","3","1","0","7","7","1","1","1",""
"31","G","72","00001172","Whaling City Club","Active","14","14","4","0","2","0","1","1","0","2","0","4","4","1","1","1",""
"31","G","72","04750180","Fall River Innovators","Active","20","18","8","4","2","0","3","1","6","4","0","4","4","1","1","1",""
"31","G","72","28675592","Celldex Toastmasters","Active","16","15","1","1","1","0","0","0","0","2","0","5","6","1","1","0",""
"31","G","73","00005288","Mutually Speaking Toastmasters Club","Active","10","10","1","0","0","0","0","0","0","0","0","3","4","1","1","1",""
"31","G","73","00006868","Saturday Brunch Bunch Club","Active","14","12","1","0","1","0","0","0","0","0","0","2","1","1","1","1",""
"31","G","73","00009556","East Bay Toastmasters Club","Active","15","16","2","1","0","0","0","0","0","4","0","1","1","1","1","1",""
"31","G","73","07073679","CVS Health Marketing Toastmasters","Active","20","24","3","1","1","0","0","0","0","4","3","7","7","1","1","1",""
"31","G","73","28677501","Ocean State Orators","Active","24","23","3","2","0","0","0","0","0","4","5","0","2","0","1","1",""
"31","G","74","00004641","Speech Invaders Club","Active","13","17","7","1","2","1","3","1","4","4","3","5","7","1","1","1",""
"31","G","74","00005464","Voice of Franklin Club","Active","14","26","4","0","0","0","0","0","0","4","9","6","4","1","1","1",""
"31","G","74","00743989","Dell EMC Hopkinton","Active","9","11","2","0","0","0","0","0","0","3","0","7","5","1","1","1",""
"31","G","74","01257890","Franklin 5","Active","12","10","2","0","0","0","0","0","0","4","2","2","6","0","1","1",""
"31","G","74","28677736","Ocean State Speaking Network","Active","22","21","0","0","0","0","0","0","0","1","0","1","2","0","0","1",""
Month of Mar, As of 04/03/2025
